id|namecode|tropicos_namecode|family|family_zh|family_fot|family_fot_zh|genus|genus_zh|name|fullname|plant_type|zh_name
5583|422307||Burmanniaceae|水玉簪科|Burmanniaceae|水玉簪科|Thismia|水玉杯屬|Thismia huangii|Thismia huangii P. Y. Jiang et. T. H. Hsieh|4|{黃金水玉杯}
3932|201896|50225251|Burmanniaceae|水玉簪科|Burmanniaceae|水玉簪科|Thismia|水玉杯屬|Thismia taiwanensis|Thismia taiwanensis S.Z. Yang, R.M.K. Saunders & C.J. Hsu|4|{臺灣水玉杯}
5815|418251||Burseraceae|橄欖科|Burseraceae|橄欖科|Canarium||Canarium album|Canarium album (Lour.) Raeusch.|4|{橄欖}
5988|417667||Burseraceae|橄欖科|Burseraceae|橄欖科|Canarium||Canarium commun|Canarium commun Linn.|4|{爪哇橄欖}
6151|418102||Burseraceae|橄欖科|Burseraceae|橄欖科|Canarium||Canarium ovatem|Canarium ovatem (Lour.) Raenschel|4|{菲島橄欖}
2177|202931|4900057|Buxaceae|黃楊科|Buxaceae|黃楊科|Buxus|黃楊屬|Buxus liukiuensis|Buxus liukiuensis Makino|4|{琉球黃楊}
2178|202932|4900104|Buxaceae|黃楊科|Buxaceae|黃楊科|Buxus|黃楊屬|Buxus microphylla subsp. sinica|Buxus microphylla subsp. sinica (Rehder & E.H. Wilson) Hatus.|4|{黃楊}
2179|202932|50165926|Buxaceae|黃楊科|Buxaceae|黃楊科|Buxus|黃楊屬|Buxus microphylla var. tarokoensis|Buxus microphylla var. tarokoensis S.Y. Lu & Y.P. Yang|4|{太魯閣黃楊}
2180|202934|4900003|Buxaceae|黃楊科|Buxaceae|黃楊科|Pachysandra|三角咪屬|Pachysandra axillaris|Pachysandra axillaris Franch.|4|{三角咪草}
2181|202935|4900031|Buxaceae|黃楊科|Buxaceae|黃楊科|Sarcococca|野扇花屬|Sarcococca saligna|Sarcococca saligna (D. Don) Müll. Arg.|4|{柳狀野扇花}
1252|203812|22600001|Cabombaceae|蓴科|Cabombaceae|蓴科|Brasenia|蓴屬|Brasenia schreberi|Brasenia schreberi J.F. Gmel.|4|{蓴,蓴菜}
1253|417704|22600009|Cabombaceae|蓴科|Cabombaceae|蓴科|Cabomba|穗蓴屬|Cabomba caroliniana|Cabomba caroliniana A. Gray|4|{白花穗蓴}
1254|417866|22600059|Cabombaceae|蓴科|Cabombaceae|蓴科|Cabomba|穗蓴屬|Cabomba piauhyensis|Cabomba piauhyensis Gardner|4|{紅花穗蓴,紅菊花}
1141|417613|5100626|Cactaceae|仙人掌科|Cactaceae|仙人掌科|Cereus|六角柱屬|Cereus peruvianus|Cereus peruvianus (L.) Mill.|4|{六角柱}
5400|418245|5101079|Cactaceae|仙人掌科|Cactaceae|仙人掌科|Epiphyllum|曇花屬|Epiphyllum oxypetalum|Epiphyllum oxypetalum (DC.) Haw.|4|{曇花}
1142|ITS-503101|5101084|Cactaceae|仙人掌科|Cactaceae|仙人掌科|Hylocereus|量天尺屬|Hylocereus undatus|Hylocereus undatus (Haw.) Britton & Rose|4|{三角柱}
1143|417671|5100104|Cactaceae|仙人掌科|Cactaceae|仙人掌科|Opuntia|仙人掌屬|Opuntia dillenii|Opuntia dillenii (Ker Gawl.) Haw.|4|{仙人掌}
5893|417922||Cactaceae|仙人掌科|Cactaceae|仙人掌科|Opuntia|仙人掌屬|Opuntia ficus-indica|Opuntia ficus-indica (L.) P. Mill.|4|{食用仙人掌}
1144||5101104|Cactaceae|仙人掌科|Cactaceae|仙人掌科|Selenicereus|蛇鞭柱屬|Selenicereus grandiflorus|Selenicereus grandiflorus (L.) Britton & Rose|4|{西施仙人柱}
1355|204757|7801607|Calophyllaceae|胡桐科|Clusiaceae|金絲桃科|Calophyllum|胡桐屬|Calophyllum blancoi|Calophyllum blancoi Planch. & Triana|4|{蘭嶼胡桐}
1356|204758|7800684|Calophyllaceae|胡桐科|Clusiaceae|金絲桃科|Calophyllum|胡桐屬|Calophyllum inophyllum|Calophyllum inophyllum L.|4|{瓊崖海棠,胡桐}
5958|417985||Calophyllaceae|胡桐科|Clusiaceae|金絲桃科|Mammea||Mammea americana|Mammea americana Linn.|4|{馬米杏}
3453|202598|5501590|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Adenophora|沙參屬|Adenophora morrisonensis subsp. morrisonensis|Adenophora morrisonensis Hayata subsp. morrisonensis|4|{玉山沙參}
3454|202599|50046230|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Adenophora|沙參屬|Adenophora morrisonensis subsp. uehatae|Adenophora morrisonensis subsp. uehatae (Yamam.) Lammers|4|{高山沙參}
3455|202600|5501600|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Adenophora|沙參屬|Adenophora triphylla|Adenophora triphylla (Thunb.) A. DC.|4|{輪葉沙參}
3456|202601|5500302|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Campanula|桔梗屬|Campanula dimorphantha|Campanula dimorphantha Schweinf.|4|{桔梗}
6050|417919||Campanulaceae|桔梗科|Campanulaceae|桔梗科|Campanula|桔梗屬|Campanula medium|Campanula medium L.|4|{彩鐘花}
3457|202602|50118483|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Codonopsis|山奶草屬|Codonopsis javanica subsp. japonica|Codonopsis javanica subsp. japonica (Makino) Lammers|4|{金錢豹}
3458|202603|5504673|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Codonopsis|山奶草屬|Codonopsis kawakamii|Codonopsis kawakamii Hayata|4|{玉山山奶草}
3459|202604|100000027|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Cyclocodon|土黨參屬|Cyclocodon lancifolius|Cyclocodon lancifolius (Roxb.) Kurz|4|{臺灣土黨參}
3460|202605|5502181|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Hippobroma|馬醉草屬|Hippobroma longiflora|Hippobroma longiflora (L.) G. Don|4|{馬醉草,許氏草}
3461|202606|50118484|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Lobelia|山梗菜屬|Lobelia alsinoides subsp. hancei|Lobelia alsinoides subsp. hancei (H. Hara) Lammers|4|{短柄半邊蓮}
3462|202607|5503462|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Lobelia|山梗菜屬|Lobelia chinensis|Lobelia chinensis Lour.|4|{半邊蓮,水仙花草,鐮麼仔草}
5976|426661||Campanulaceae|桔梗科|Campanulaceae|桔梗科|Lobelia|山梗菜屬|Lobelia cliffortiana|Lobelia cliffortiana L.|4|{克氏半邊蓮}
6205|417614||Campanulaceae|桔梗科|Campanulaceae|桔梗科|Lobelia|山梗菜屬|Lobelia erinus|Lobelia erinus L.|4|{六倍利}
3463|202608|5505045|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Lobelia|山梗菜屬|Lobelia nummularia|Lobelia nummularia Lam.|4|{普剌特草}
3464|202609|5504839|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Lobelia|山梗菜屬|Lobelia seguinii|Lobelia seguinii H. Lév. & Vaniot|4|{大本山梗菜}
3465||5503892|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Lobelia|山梗菜屬|Lobelia sessilifolia|Lobelia sessilifolia Lamb.|4|{無柄葉山梗菜}
3466|202610|5504805|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Lobelia|山梗菜屬|Lobelia zeylanica|Lobelia zeylanica L.|4|{圓葉山梗菜}
3467|202611|5504884|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Peracarpa|山桔梗屬|Peracarpa carnosa|Peracarpa carnosa (Wall.) Hook. f. & Thomson|4|{山桔梗}
6290|418416||Campanulaceae|桔梗科|Campanulaceae|桔梗科|Trachelium||Trachelium caeruleum|Trachelium caeruleum L.|4|{夕霧}
3468|202612|5502451|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Triodanis|異檐花屬|Triodanis biflora|Triodanis biflora (Ruiz & Pav.) Greene|4|{卵葉異檐花}
3469|202613|5501780|Campanulaceae|桔梗科|Campanulaceae|桔梗科|Wahlenbergia|蘭花參屬|Wahlenbergia marginata|Wahlenbergia marginata (Thunb.) A. DC.|4|{細葉蘭花參}
822|204874|33300279|Cannabaceae|大麻科|Ulmaceae|榆科|Aphananthe|糙葉樹屬|Aphananthe aspera|Aphananthe aspera (Thunb.) Planch.|4|{糙葉樹}
823|204875|50054460|Cannabaceae|大麻科|Ulmaceae|榆科|Celtis|朴屬|Celtis biondii|Celtis biondii Pamp.|4|{沙楠子樹}
824|204876|33300335|Cannabaceae|大麻科|Ulmaceae|榆科|Celtis|朴屬|Celtis formosana|Celtis formosana Hayata|4|{石朴}
5916|424232||Cannabaceae|大麻科|Ulmaceae|榆科|Celtis|朴屬|Celtis julianae|Celtis julianae Schneid.|4|{珊瑚朴}
825|204877|50057505|Cannabaceae|大麻科|Ulmaceae|榆科|Celtis|朴屬|Celtis nervosa|Celtis nervosa Hemsl.|4|{小葉朴}
826|204878|33300057|Cannabaceae|大麻科|Ulmaceae|榆科|Celtis|朴屬|Celtis philippensis|Celtis philippensis Blanco|4|{菲律賓朴樹}
827|204879|33300210|Cannabaceae|大麻科|Ulmaceae|榆科|Celtis|朴屬|Celtis sinensis|Celtis sinensis Pers.|4|{朴樹}
879|204870|21301634|Cannabaceae|大麻科|Moraceae|桑科|Humulus|葎草屬|Humulus scandens|Humulus scandens (Lour.) Merr.|4|{葎草}
828|204880|33300065|Cannabaceae|大麻科|Ulmaceae|榆科|Trema|山黃麻屬|Trema cannabina|Trema cannabina Lour.|4|{銳葉山黃麻}
829|204881|33300010|Cannabaceae|大麻科|Ulmaceae|榆科|Trema|山黃麻屬|Trema orientalis|Trema orientalis (L.) Blume|4|{山黃麻}
830|204882|50127548|Cannabaceae|大麻科|Ulmaceae|榆科|Trema|山黃麻屬|Trema tomentosa|Trema tomentosa (Roxb.) H. Hara|4|{山油麻}
4654|Kew-223876|5800008|Cannaceae|美人蕉科|Cannaceae|美人蕉科|Canna|美人蕉屬|Canna edulis|Canna edulis Ker Gawl.|4|{食用美人蕉,蕉芋}
6106|418111||Cannaceae|美人蕉科|Cannaceae|美人蕉科|Canna|美人蕉屬|Canna flaccida|Canna flaccida Salisb.|4|{黃花美人蕉}
5424|202260|5800006|Cannaceae|美人蕉科|Cannaceae|美人蕉科|Canna|美人蕉屬|Canna indica|Canna indica L.|4|{白花曇花}
4655|Kew-223915|5800080|Cannaceae|美人蕉科|Cannaceae|美人蕉科|Canna|美人蕉屬|Canna indica var. orientalis|Canna indica var. orientalis Roscoe ex Baker|4|{美人蕉}
4656|418092|5800033|Cannaceae|美人蕉科|Cannaceae|美人蕉科|Canna|美人蕉屬|Canna warszewiczii|Canna warszewiczii A. Dietr.|4|{紫葉美人蕉}
6102|425370|100160554|Cannaceae|美人蕉科|Cannaceae|美人蕉科|Canna|美人蕉屬|Canna ×generalis|Canna ×generalis L.H. Bailey|4|{金葉美人蕉}
1395|202617|50154814|Capparaceae|山柑科|Capparaceae|山柑科|Capparis|山柑屬|Capparis acutifolia|Capparis acutifolia Sweet|4|{銳葉山柑}
1396|202618|50155070|Capparaceae|山柑科|Capparaceae|山柑科|Capparis|山柑屬|Capparis floribunda|Capparis floribunda Wight|4|{多花山柑}
1397|202619|50155049|Capparaceae|山柑科|Capparaceae|山柑科|Capparis|山柑屬|Capparis lanceolaris|Capparis lanceolaris DC.|4|{蘭嶼山柑}
1398|202620|50154825|Capparaceae|山柑科|Capparaceae|山柑科|Capparis|山柑屬|Capparis micracantha var. henryi|Capparis micracantha var. henryi (Matsum.) Jacobs|4|{小刺山柑}
1399|202621|50154826|Capparaceae|山柑科|Capparaceae|山柑科|Capparis|山柑屬|Capparis pubiflora|Capparis pubiflora DC.|4|{毛花山柑}
1400|422137|50154812|Capparaceae|山柑科|Capparaceae|山柑科|Capparis|山柑屬|Capparis sabiifolia|Capparis sabiifolia Hook. f. & Thomson|4|{毛瓣蝴蝶木}
1401|202622|50154832|Capparaceae|山柑科|Capparaceae|山柑科|Capparis|山柑屬|Capparis sikkimensis subsp. formosana|Capparis sikkimensis subsp. formosana (Hemsl.) Jacobs|4|{山柑}
1405|202626|50154791|Capparaceae|山柑科|Capparaceae|山柑科|Crateva|魚木屬|Crateva adansonii subsp. formosensis|Crateva adansonii subsp. formosensis Jacobs|4|{魚木}
3416|202809|6000733|Caprifoliaceae|忍冬科|Caprifoliaceae|忍冬科|Abelia|六道木屬|Abelia chinensis var. ionandra|Abelia chinensis R. Br. var. ionandra (Hayata) Masam.|4|{臺灣糯米條}
3417|202810|50041200|Caprifoliaceae|忍冬科|Caprifoliaceae|忍冬科|Lonicera|忍冬屬|Lonicera acuminata|Lonicera acuminata Wall.|4|{阿里山忍冬}
3418|202811|100374205|Caprifoliaceae|忍冬科|Caprifoliaceae|忍冬科|Lonicera|忍冬屬|Lonicera apodantha|Lonicera apodantha Ohwi|4|{無梗忍冬,銳葉忍冬}
3419|202812|50041229|Caprifoliaceae|忍冬科|Caprifoliaceae|忍冬科|Lonicera|忍冬屬|Lonicera hypoglauca|Lonicera hypoglauca Miq.|4|{裏白忍冬}
3420|202813|50118144|Caprifoliaceae|忍冬科|Caprifoliaceae|忍冬科|Lonicera|忍冬屬|Lonicera japonica|Lonicera japonica Thunb.|4|{忍冬,金銀花}
3421|202814|50041027|Caprifoliaceae|忍冬科|Caprifoliaceae|忍冬科|Lonicera|忍冬屬|Lonicera kawakamii|Lonicera kawakamii (Hayata) Masam.|4|{川上氏忍冬}
3422|202815|50041235|Caprifoliaceae|忍冬科|Caprifoliaceae|忍冬科|Lonicera|忍冬屬|Lonicera macrantha|Lonicera macrantha (D. Don) Spreng.|4|{大花忍冬}
3423|202816|6001081|Caprifoliaceae|忍冬科|Caprifoliaceae|忍冬科|Lonicera|忍冬屬|Lonicera oiwakensis|Lonicera oiwakensis Hayata|4|{追分忍冬}
3443|202835|33500037|Caprifoliaceae|忍冬科|Valerianaceae|敗醬科|Patrinia|敗醬屬|Patrinia formosana|Patrinia formosana Kitam.|4|{臺灣敗醬}
3444|202836|50043219|Caprifoliaceae|忍冬科|Valerianaceae|敗醬科|Patrinia|敗醬屬|Patrinia glabrifolia|Patrinia glabrifolia Yamam. & Sasaki|4|{禿敗醬}
3445|202837|50043209|Caprifoliaceae|忍冬科|Valerianaceae|敗醬科|Patrinia|敗醬屬|Patrinia scabiosifolia|Patrinia scabiosifolia Link|4|{黃花龍芽草}
3446|202838|100374358|Caprifoliaceae|忍冬科|Valerianaceae|敗醬科|Patrinia|敗醬屬|Patrinia villosa|Patrinia villosa (Thunb.) Dufr.|4|{毛敗醬}
6371|417748||Caprifoliaceae|忍冬科|Dipsacaceae|續斷科|Scabiosa|山蘿蔔屬|Scabiosa atropurpurea|Scabiosa atropurpurea L.|4|{松蟲草}
3451|202834|11200354|Caprifoliaceae|忍冬科|Dipsacaceae|續斷科|Scabiosa|山蘿蔔屬|Scabiosa lacerifolia|Scabiosa lacerifolia Hayata|4|{玉山山蘿蔔}
3452|202834||Caprifoliaceae|忍冬科|Dipsacaceae|續斷科|Scabiosa|山蘿蔔屬|Scabiosa lacerifolia fo. leucantha|Scabiosa lacerifolia fo. leucantha Masam.|4|{白花玉山山蘿蔔}
3447|202839|33500050|Caprifoliaceae|忍冬科|Valerianaceae|敗醬科|Triplostegia|小纈草屬|Triplostegia glandulifera|Triplostegia glandulifera Wall. ex DC.|4|{三萼花草}
3448|202840|33500408|Caprifoliaceae|忍冬科|Valerianaceae|敗醬科|Valeriana|纈草屬|Valeriana fauriei|Valeriana fauriei Briq.|4|{纈草,吉草}
3449|202841|50003052|Caprifoliaceae|忍冬科|Valerianaceae|敗醬科|Valeriana|纈草屬|Valeriana flaccidissima|Valeriana flaccidissima Maxim.|4|{嫩莖纈草}
3450|202842|50003053|Caprifoliaceae|忍冬科|Valerianaceae|敗醬科|Valeriana|纈草屬|Valeriana kawakamii|Valeriana kawakamii Hayata|4|{高山纈草}
2183|202791|50053443|Cardiopteridaceae|心翼果科|Icacinaceae|茶茱萸科|Gonocaryum|瓊欖屬|Gonocaryum calleryanum|Gonocaryum calleryanum (Baill.) Becc.|4|{柿葉茶茱萸}
2367|429826|6100032|Caricaceae|番木瓜科|Caricaceae|番木瓜科|Carica|木瓜屬|Carica papaya|Carica papaya L.|4|{番木瓜,番木瓜}
1063|202687|6300034|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Arenaria|無心菜屬|Arenaria serpyllifolia|Arenaria serpyllifolia L.|4|{無心菜,鵝不食草}
1064|202688|50097733|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Arenaria|無心菜屬|Arenaria subpilosa|Arenaria subpilosa (Hayata) Ohwi|4|{亞毛無心菜}
1065|202689|50210569|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Arenaria|無心菜屬|Arenaria takasagomontana|Arenaria takasagomontana (Masam.) S.S. Ying|4|{高山無心菜}
1066|424187|6303698|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Cerastium|卷耳屬|Cerastium arisanense|Cerastium arisanense Hayata|4|{阿里山卷耳}
1067|202690|50059971|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Cerastium|卷耳屬|Cerastium formosanum|Cerastium formosanum (Ohwi) Ohwi|4|{臺灣卷耳}
5098||6300055|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Cerastium|卷耳屬|Cerastium glomeratum|Cerastium glomeratum Thuill.|4|{球序卷耳}
1068|202691|100308883|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Cerastium|卷耳屬|Cerastium holosteoides var. hallaisanense|Cerastium holosteoides var. hallaisanense (Nakai) M. Mizush.|4|{卷耳}
5404||50210428|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Cerastium|卷耳屬|Cerastium ianthes|Cerastium ianthes F.N. Williams|4|{泉卷耳}
1069|202692|50210396|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Cerastium|卷耳屬|Cerastium parvipetalum|Cerastium parvipetalum Hosok.|4|{小瓣卷耳}
1070||50002756|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Cerastium|卷耳屬|Cerastium subpilosum|Cerastium subpilosum Hayata|4|{細葉卷耳}
1071||50210568|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Cerastium|卷耳屬|Cerastium takasagomontanum|Cerastium takasagomontanum Masam.|4|{高山卷耳}
1072|202693|6303700|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Cerastium|卷耳屬|Cerastium trigynum var. morrisonense|Cerastium trigynum var. morrisonense (Hayata) Hayata|4|{玉山卷耳}
1073|202694|6300342|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Cucubalus|狗筋蔓屬|Cucubalus baccifer|Cucubalus baccifer L.|4|{狗筋蔓}
1074|202695|50211736|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Dianthus|石竹屬|Dianthus palinensis|Dianthus palinensis S.S. Ying|4|{巴陵石竹}
1075|202696|50002747|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Dianthus|石竹屬|Dianthus pygmaeus|Dianthus pygmaeus Hayata|4|{玉山石竹}
1076|ac2013:06273|50211737|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Dianthus|石竹屬|Dianthus pygmaeus fo. albiflorus|Dianthus pygmaeus fo. albiflorus (S.S. Ying) S.S. Ying|4|{白花玉山石竹}
1077|||Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Dianthus|石竹屬|Dianthus seisuimontanus|Dianthus seisuimontanus Masamune|4|{清水山石竹}
1078|202698|6300095|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Dianthus|石竹屬|Dianthus superbus var. longicalycinus|Dianthus superbus var. longicalycinus (Maxim.) F.N. Williams|4|{長萼瞿麥}
1079|202699|50211809|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Dianthus|石竹屬|Dianthus superbus var. taiwanensis|Dianthus superbus var. taiwanensis (Masam.) T.S. Liu & S.S. Ying|4|{臺灣瞿麥}
1080|202700|6302018|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Drymaria|荷蓮豆草屬|Drymaria diandra|Drymaria diandra Blume|4|{菁芳草,荷蓮豆草}
6432|417999||Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Gypsophila||Gypsophila paniculata|Gypsophila paniculata L.|4|{宿根滿天星}
1081|202701|6300179|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Moehringia|種阜草屬|Moehringia trinervia|Moehringia trinervia (L.) Clairv.|4|{三脈種阜草}
5228|202702|6300831|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Polycarpaea|白鼓釘屬|Polycarpaea corymbosa|Polycarpaea corymbosa (L.) Lam.|4|{白鼓釘}
6590||6300413|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Polycarpon|多莢草屬|Polycarpon tetraphyllum|Polycarpon tetraphyllum (L.) L.|4|{四葉多莢草}
1082|202703|6300189|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Sagina|瓜槌草屬|Sagina japonica|Sagina japonica (Sw.) Ohwi|4|{瓜槌草,漆姑草}
1083|202704|6300418|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Sagina|瓜槌草屬|Sagina maxima|Sagina maxima A. Gray|4|{大瓜槌草}
6155|429245||Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Sagina|瓜槌草屬|Sagina procumbens|Sagina procumbens L.|4|{仰臥漆姑草}
1084||6300432|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Silene|蠅子草屬|Silene aprica|Silene aprica Turcz.|4|{女蔞菜}
1085||6302121|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Silene|蠅子草屬|Silene firma|Silene firma Siebold & Zucc.|4|{堅硬女蔞菜}
1086|||Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Silene|蠅子草屬|Silene formosamontana|Silene formosamontana sp. ined.|4|{蓬萊蠅子草}
1087|202706|50098266|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Silene|蠅子草屬|Silene fortunei var. fortunei|Silene fortunei Vis. var. fortunei|4|{蠅子草}
1089|202707||Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Silene|蠅子草屬|Silene fortunei var. kiruninsularis|Silene fortunei Vis. var. kiruninsularis (Masam.) Ying|4|{基隆蠅子草}
1088|422043|100350263|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Silene|蠅子草屬|Silene fortunei var. bilobata|Silene fortunei var. bilobata Hosok.|4|{二裂蠅子草}
5426|429227|6300465|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Silene|蠅子草屬|Silene gallica|Silene gallica L.|4|{匙葉麥瓶草}
1090|202708||Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Silene|蠅子草屬|Silene glabella|Silene glabella (Ohwi) Ying|4|{南湖大山蠅子草}
1091|202709|50002748|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Silene|蠅子草屬|Silene morii|Silene morii Hayata|4|{臺灣蠅子草}
1092|202710|50098694|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Silene|蠅子草屬|Silene morrisonmontana|Silene morrisonmontana (Hayata) Ohwi & Ohashi|4|{玉山蠅子草}
1093|202708|50098696|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Silene|蠅子草屬|Silene morrisonmontana var. glabella|Silene morrisonmontana var. glabella (Ohwi) Ohwi & Ohashi|4|{禿玉山蠅子草}
1094|202711||Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Silene|蠅子草屬|Silene transalpina|Silene transalpina (Hayata) S. S. Ying|4|{高山蠅子草}
1095|202712|6300264|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Spergula|大爪草屬|Spergula arvensis|Spergula arvensis L.|4|{大爪草}
6568||6301080|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Spergularia|牛漆姑草屬|Spergularia marina|Spergularia marina (L.) Griseb.|4|{擬漆姑}
1096|202713|6300270|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Stellaria|繁縷屬|Stellaria alsine var. undulata|Stellaria alsine var. undulata (Thunb.) Ohwi|4|{天蓬草,雀舌草}
1097|202714|6300271|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Stellaria|繁縷屬|Stellaria aquatica|Stellaria aquatica (L.) Scop.|4|{鵝兒腸}
1098|202715|50002757|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Stellaria|繁縷屬|Stellaria arisanensis|Stellaria arisanensis (Hayata) Hayata|4|{阿里山繁縷}
1099|418279|6300280|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Stellaria|繁縷屬|Stellaria media|Stellaria media (L.) Vill.|4|{繁縷}
1100|202717|50097749|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Stellaria|繁縷屬|Stellaria media var. micrantha|Stellaria media var. micrantha (Hayata) T.S. Liu & S.S. Ying|4|{小花繁縷}
6055|428520||Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Stellaria|繁縷屬|Stellaria monosperma var. japonica|Stellaria monosperma var. japonica Buch.-Ham. ex D. Don|4|{獨子繁縷}
1102|202719|6303696|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Stellaria|繁縷屬|Stellaria reticulivena|Stellaria reticulivena Hayata|4|{網脈繁縷}
1103|202720|50097754|Caryophyllaceae|石竹科|Caryophyllaceae|石竹科|Stellaria|繁縷屬|Stellaria saxatilis|Stellaria saxatilis Buch.-Ham. ex D. Don|4|{疏花繁縷}
740|IOP-48675|6400006|Casuarinaceae|木麻黃科|Casuarinaceae|木麻黃科|Casuarina|木麻黃屬|Casuarina equisetifolia|Casuarina equisetifolia L.|4|{木麻黃}
5662||50219060|Casuarinaceae|木麻黃科|Casuarinaceae|木麻黃科|Casuarina|木麻黃屬|Casuarina nana|Casuarina nana Sieber ex Spreng.|4|{千頭木麻黃}
2150|202770|6600830|Celastraceae|衛矛科|Celastraceae|衛矛科|Celastrus|南蛇藤屬|Celastrus hindsii|Celastrus hindsii Benth.|4|{南華南蛇藤}
2151|202771|6600831|Celastraceae|衛矛科|Celastraceae|衛矛科|Celastrus|南蛇藤屬|Celastrus kusanoi|Celastrus kusanoi Hayata|4|{大葉南蛇藤}
2152|202772|6600528|Celastraceae|衛矛科|Celastraceae|衛矛科|Celastrus|南蛇藤屬|Celastrus paniculatus|Celastrus paniculatus Willd.|4|{多花滇南蛇藤}
2153|202773|50283301|Celastraceae|衛矛科|Celastraceae|衛矛科|Celastrus|南蛇藤屬|Celastrus punctatus|Celastrus punctatus Thunb.|4|{光果南蛇藤}
6492|418236||Celastraceae|衛矛科|Celastraceae|衛矛科|Euonymus|衛矛屬|Euonymus alatus|Euonymus alatus (Thunb.) Sieb.|4|{衛矛}
2154|202774|50056231|Celastraceae|衛矛科|Celastraceae|衛矛科|Euonymus|衛矛屬|Euonymus carnosus|Euonymus carnosus Hemsl.|4|{厚葉衛矛}
2155|202775|50216874|Celastraceae|衛矛科|Celastraceae|衛矛科|Euonymus|衛矛屬|Euonymus cochinchinensis|Euonymus cochinchinensis Pierre|4|{交趾衛矛}
2156||6600298|Celastraceae|衛矛科|Celastraceae|衛矛科|Euonymus|衛矛屬|Euonymus fortunei|Euonymus fortunei (Turcz.) Hand.-Mazz.|4|{扶芳藤}
2157|202776|50177575|Celastraceae|衛矛科|Celastraceae|衛矛科|Euonymus|衛矛屬|Euonymus huangii|Euonymus huangii H.Y. Liu & Y.P. Yang|4|{黃氏衛矛,玉山衛矛}
